team_h,team_a,gol_h,gol_a,giornata
Chievo Verona,Juventus,0,1,1
Atalanta,Verona,0,0,1
Cesena,Parma,1,0,1
Palermo,Sampdoria,1,1,1
Torino,Inter,0,0,1
Roma,Fiorentina,2,0,1
Milan,Lazio,3,1,1
Genoa,Napoli,1,2,1
Sassuolo,Cagliari,1,1,1
Udinese,Empoli ,2,0,1
Empoli ,Roma,0,1,2
Sampdoria,Torino,2,0,2
Fiorentina,Genoa,0,0,2
Lazio,Cesena,3,0,2
Parma,Milan,4,5,2
Juventus,Udinese,2,0,2
Cagliari,Atalanta,1,2,2
Inter,Sassuolo,7,0,2
Napoli,Chievo Verona,0,1,2
Verona,Palermo,2,1,2
Cesena,Empoli ,2,2,3
Chievo Verona,Parma,2,3,3
Roma,Cagliari,2,0,3
Atalanta,Fiorentina,0,1,3
Palermo,Inter,1,1,3
Milan,Juventus,0,1,3
Genoa,Lazio,1,0,3
Sassuolo,Sampdoria,0,0,3
Udinese,Napoli,1,0,3
Torino,Verona,0,1,3
Empoli ,Milan,2,2,4
Fiorentina,Sassuolo,0,0,4
Inter,Atalanta,2,0,4
Napoli,Palermo,3,3,4
Sampdoria,Chievo Verona,2,1,4
Cagliari,Torino,1,2,4
Verona,Genoa,2,2,4
Juventus,Cesena,3,0,4
Parma,Roma,1,2,4
Lazio,Udinese,0,1,4
Roma,Verona,2,0,5
Sassuolo,Napoli,0,1,5
Chievo Verona,Empoli ,1,1,5
Torino,Fiorentina,1,1,5
Udinese,Parma,4,2,5
Atalanta,Juventus,0,3,5
Cesena,Milan,1,1,5
Inter,Cagliari,1,4,5
Genoa,Sampdoria,0,1,5
Palermo,Lazio,0,4,5
Verona,Cagliari,1,0,6
Empoli ,Palermo,3,0,6
Parma,Genoa,1,2,6
Udinese,Cesena,1,1,6
Fiorentina,Inter,3,0,6
Milan,Chievo Verona,2,0,6
Lazio,Sassuolo,3,2,6
Sampdoria,Atalanta,1,0,6
Juventus,Roma,3,2,6
Napoli,Torino,2,1,6
Roma,Chievo Verona,3,0,7
Fiorentina,Lazio,0,2,7
Cagliari,Sampdoria,2,2,7
Palermo,Cesena,2,1,7
Inter,Napoli,2,2,7
Sassuolo,Juventus,1,1,7
Atalanta,Parma,1,0,7
Verona,Milan,1,3,7
Torino,Udinese,1,0,7
Genoa,Empoli ,1,1,7
Empoli ,Cagliari,0,4,8
Sampdoria,Roma,0,0,8
Juventus,Palermo,2,0,8
Cesena,Inter,0,1,8
Napoli,Verona,6,2,8
Parma,Sassuolo,1,3,8
Chievo Verona,Genoa,1,2,8
Udinese,Atalanta,2,0,8
Lazio,Torino,2,1,8
Milan,Fiorentina,1,1,8
Sassuolo,Empoli ,3,1,9
Cagliari,Milan,1,1,9
Genoa,Juventus,1,0,9
Palermo,Chievo Verona,1,0,9
Torino,Parma,1,0,9
Atalanta,Napoli,1,1,9
Fiorentina,Udinese,3,0,9
Inter,Sampdoria,1,0,9
Roma,Cesena,2,0,9
Verona,Lazio,1,1,9
Napoli,Roma,2,0,10
Parma,Inter,2,0,10
Sampdoria,Fiorentina,3,1,10
Udinese,Genoa,2,4,10
Cesena,Verona,1,1,10
Empoli ,Juventus,0,2,10
Chievo Verona,Sassuolo,0,0,10
Torino,Atalanta,0,0,10
Milan,Palermo,0,2,10
Lazio,Cagliari,4,2,10
Sassuolo,Atalanta,0,0,11
Cagliari,Genoa,1,1,11
Empoli ,Lazio,2,1,11
Palermo,Udinese,1,1,11
Inter,Verona,2,2,11
Sampdoria,Milan,2,2,11
Chievo Verona,Cesena,2,1,11
Juventus,Parma,7,0,11
Fiorentina,Napoli,0,1,11
Roma,Torino,3,0,11
Atalanta,Roma,1,2,12
Torino,Sassuolo,0,1,12
Verona,Fiorentina,1,2,12
Parma,Empoli ,0,2,12
Milan,Inter,1,1,12
Lazio,Juventus,0,3,12
Cesena,Sampdoria,1,1,12
Napoli,Cagliari,3,3,12
Udinese,Chievo Verona,1,1,12
Genoa,Palermo,1,1,12
Sassuolo,Verona,2,1,13
Cagliari,Fiorentina,0,4,13
Empoli ,Atalanta,0,0,13
Palermo,Parma,2,1,13
Roma,Inter,4,2,13
Chievo Verona,Lazio,0,0,13
Cesena,Genoa,0,3,13
Milan,Udinese,2,0,13
Juventus,Torino,2,1,13
Sampdoria,Napoli,1,1,13
Fiorentina,Juventus,0,0,14
Torino,Palermo,2,2,14
Atalanta,Cesena,3,2,14
Parma,Lazio,1,2,14
Cagliari,Chievo Verona,0,2,14
Roma,Sassuolo,2,2,14
Napoli,Empoli ,2,2,14
Genoa,Milan,1,0,14
Inter,Udinese,1,2,14
Verona,Sampdoria,1,3,14
Palermo,Sassuolo,2,1,15
Juventus,Sampdoria,1,1,15
Parma,Cagliari,0,0,15
Cesena,Fiorentina,1,4,15
Empoli ,Torino,0,0,15
Lazio,Atalanta,3,0,15
Genoa,Roma,0,1,15
Udinese,Verona,1,2,15
Milan,Napoli,2,0,15
Chievo Verona,Inter,0,2,15
Cagliari,Juventus,1,3,16
Sassuolo,Cesena,1,1,16
Verona,Chievo Verona,0,1,16
Fiorentina,Empoli ,1,1,16
Torino,Genoa,2,1,16
Napoli,Parma,2,0,16
Roma,Milan,0,0,16
Atalanta,Palermo,3,3,16
Sampdoria,Udinese,2,2,16
Inter,Lazio,2,2,16
Lazio,Sampdoria,3,0,17
Chievo Verona,Torino,0,0,17
Genoa,Atalanta,2,2,17
Palermo,Cagliari,5,0,17
Cesena,Napoli,1,4,17
Udinese,Roma,0,1,17
Empoli ,Verona,0,0,17
Milan,Sassuolo,1,2,17
Parma,Fiorentina,1,0,17
Juventus,Inter,1,1,17
Sassuolo,Udinese,1,1,18
Inter,Genoa,3,1,18
Cagliari,Cesena,2,1,18
Verona,Parma,3,1,18
Sampdoria,Empoli ,1,0,18
Torino,Milan,1,1,18
Atalanta,Chievo Verona,1,1,18
Fiorentina,Palermo,4,3,18
Roma,Lazio,2,2,18
Napoli,Juventus,1,3,18
Empoli ,Inter,0,0,19
Lazio,Napoli,0,1,19
Chievo Verona,Fiorentina,1,2,19
Milan,Atalanta,0,1,19
Udinese,Cagliari,2,2,19
Palermo,Roma,1,1,19
Cesena,Torino,2,3,19
Genoa,Sassuolo,3,3,19
Parma,Sampdoria,0,2,19
Juventus,Verona,4,0,19
Cagliari,Sassuolo,2,1,20
Verona,Atalanta,1,0,20
Juventus,Chievo Verona,2,0,20
Inter,Torino,0,1,20
Empoli ,Udinese,1,2,20
Lazio,Milan,3,1,20
Parma,Cesena,1,2,20
Sampdoria,Palermo,1,1,20
Fiorentina,Roma,1,1,20
Napoli,Genoa,2,1,20
Genoa,Fiorentina,1,1,21
Sassuolo,Inter,3,1,21
Palermo,Verona,2,1,21
Cesena,Lazio,2,1,21
Torino,Sampdoria,5,1,21
Roma,Empoli ,1,1,21
Atalanta,Cagliari,2,1,21
Udinese,Juventus,0,0,21
Chievo Verona,Napoli,1,2,21
Milan,Parma,3,1,21
Verona,Torino,1,3,22
Fiorentina,Atalanta,3,2,22
Cagliari,Roma,1,2,22
Napoli,Udinese,3,1,22
Lazio,Genoa,0,1,22
Juventus,Milan,3,1,22
Empoli ,Cesena,2,0,22
Sampdoria,Sassuolo,1,1,22
Inter,Palermo,3,0,22
Parma,Chievo Verona,0,1,22
Sassuolo,Fiorentina,1,3,23
Milan,Empoli ,1,1,23
Genoa,Verona,5,2,23
Udinese,Lazio,0,1,23
Chievo Verona,Sampdoria,2,1,23
Palermo,Napoli,3,1,23
Torino,Cagliari,1,1,23
Atalanta,Inter,1,4,23
Roma,Parma,0,0,23
Cesena,Juventus,2,2,23
Juventus,Atalanta,2,1,24
Empoli ,Chievo Verona,3,0,24
Verona,Roma,1,1,24
Napoli,Sassuolo,2,0,24
Sampdoria,Genoa,1,1,24
Milan,Cesena,2,0,24
Lazio,Palermo,2,1,24
Fiorentina,Torino,1,1,24
Cagliari,Inter,1,2,24
Parma,Udinese,1,0,24
Chievo Verona,Milan,0,0,25
Palermo,Empoli ,0,0,25
Atalanta,Sampdoria,1,2,25
Inter,Fiorentina,0,1,25
Roma,Juventus,1,1,25
Cagliari,Verona,1,2,25
Sassuolo,Lazio,0,3,25
Cesena,Udinese,1,0,25
Torino,Napoli,1,0,25
Genoa,Parma,2,0,25
Sampdoria,Cagliari,2,0,26
Cesena,Palermo,0,0,26
Empoli ,Genoa,1,1,26
Udinese,Torino,3,2,26
Lazio,Fiorentina,4,0,26
Milan,Verona,2,2,26
Parma,Atalanta,0,0,26
Chievo Verona,Roma,0,0,26
Napoli,Inter,2,2,26
Juventus,Sassuolo,1,0,26
Palermo,Juventus,0,1,27
Genoa,Chievo Verona,0,2,27
Atalanta,Udinese,0,0,27
Inter,Cesena,1,1,27
Fiorentina,Milan,2,1,27
Cagliari,Empoli ,1,1,27
Sassuolo,Parma,4,1,27
Verona,Napoli,2,0,27
Torino,Lazio,0,2,27
Roma,Sampdoria,0,2,27
Chievo Verona,Palermo,1,0,28
Empoli ,Sassuolo,3,1,28
Napoli,Atalanta,1,1,28
Lazio,Verona,2,0,28
Cesena,Roma,0,1,28
Milan,Cagliari,3,1,28
Juventus,Genoa,1,0,28
Udinese,Fiorentina,2,2,28
Sampdoria,Inter,1,0,28
Parma,Torino,0,2,28
Roma,Napoli,1,0,29
Sassuolo,Chievo Verona,1,0,29
Palermo,Milan,1,2,29
Atalanta,Torino,1,2,29
Fiorentina,Sampdoria,2,0,29
Verona,Cesena,3,3,29
Cagliari,Lazio,1,3,29
Inter,Parma,1,1,29
Genoa,Udinese,1,1,29
Juventus,Empoli ,2,0,29
Genoa,Cagliari,2,0,30
Verona,Inter,0,3,30
Lazio,Empoli ,4,0,30
Udinese,Palermo,1,3,30
Atalanta,Sassuolo,2,1,30
Parma,Juventus,1,0,30
Cesena,Chievo Verona,0,1,30
Napoli,Fiorentina,3,0,30
Torino,Roma,1,1,30
Milan,Sampdoria,1,1,30
Sampdoria,Cesena,0,0,31
Sassuolo,Torino,1,1,31
Palermo,Genoa,2,1,31
Chievo Verona,Udinese,1,1,31
Inter,Milan,0,0,31
Juventus,Lazio,2,0,31
Roma,Atalanta,1,1,31
Empoli ,Parma,2,2,31
Cagliari,Napoli,0,3,31
Fiorentina,Verona,0,1,31
Udinese,Milan,2,1,32
Atalanta,Empoli ,2,2,32
Lazio,Chievo Verona,1,1,32
Parma,Palermo,1,0,32
Fiorentina,Cagliari,1,3,32
Inter,Roma,2,1,32
Genoa,Cesena,3,1,32
Torino,Juventus,2,1,32
Verona,Sassuolo,3,2,32
Napoli,Sampdoria,4,2,32
Udinese,Inter,1,2,33
Chievo Verona,Cagliari,1,0,33
Milan,Genoa,1,3,33
Lazio,Parma,4,0,33
Palermo,Torino,2,2,33
Cesena,Atalanta,2,2,33
Juventus,Fiorentina,3,2,33
Sampdoria,Verona,1,1,33
Sassuolo,Roma,0,3,33
Empoli ,Napoli,4,2,33
Sampdoria,Juventus,0,1,34
Roma,Genoa,2,0,34
Inter,Chievo Verona,0,0,34
Verona,Udinese,0,1,34
Cagliari,Parma,4,0,34
Sassuolo,Palermo,0,0,34
Fiorentina,Cesena,3,1,34
Atalanta,Lazio,1,1,34
Napoli,Milan,3,0,34
Torino,Empoli ,0,1,34
Juventus,Cagliari,1,1,35
Chievo Verona,Verona,2,2,35
Udinese,Sampdoria,1,4,35
Empoli ,Fiorentina,2,3,35
Lazio,Inter,1,2,35
Milan,Roma,2,1,35
Palermo,Atalanta,2,3,35
Cesena,Sassuolo,2,3,35
Parma,Napoli,2,2,35
Genoa,Torino,5,1,35
Inter,Juventus,1,2,36
Sassuolo,Milan,3,2,36
Verona,Empoli ,2,1,36
Cagliari,Palermo,0,1,36
Fiorentina,Parma,3,0,36
Sampdoria,Lazio,0,1,36
Torino,Chievo Verona,2,0,36
Atalanta,Genoa,1,4,36
Roma,Udinese,2,1,36
Napoli,Cesena,3,2,36
Juventus,Napoli,3,1,37
Empoli ,Sampdoria,1,1,37
Cesena,Cagliari,0,1,37
Parma,Verona,2,2,37
Milan,Torino,3,0,37
Genoa,Inter,3,2,37
Chievo Verona,Atalanta,1,1,37
Palermo,Fiorentina,2,3,37
Udinese,Sassuolo,0,1,37
Lazio,Roma,1,2,37
Verona,Juventus,2,2,38
Cagliari,Udinese,4,3,38
Fiorentina,Chievo Verona,3,0,38
Sassuolo,Genoa,3,1,38
Roma,Palermo,1,2,38
Atalanta,Milan,1,3,38
Torino,Cesena,5,0,38
Inter,Empoli ,4,3,38
Napoli,Lazio,2,4,38
Sampdoria,Parma,2,2,38
